no;idstud;idschool;studwgt;math;read;migrant;books;hisei;paredu;female;urban
2065;10626598;1062;8.527150834;439;431;0;2;43;NA;0;0
2066;10626760;1062;7.945298188;377;441;0;1;NA;3;0;0
2067;10650093;1065;7.947016834;510;474;1;4;NA;3;0;0
2068;10650191;1065;7.615891133;572;500;0;4;55;3;0;0
2069;10650297;1065;7.947016834;560;484;0;4;32;NA;1;0
2070;10650547;1065;7.615891133;526;415;0;1;54;4;0;0
2071;10650551;1065;7.615891133;648;558;0;2;51;1;1;0
2072;10650559;1065;7.947016834;466;445;0;2;43;2;1;0
2073;10650573;1065;7.615891133;543;522;0;3;34;4;1;0
2074;10650639;1065;7.615891133;479;433;0;4;29;2;0;0
2075;10650853;1065;7.947016834;595;475;0;3;31;2;1;0
2076;10650866;1065;7.615891133;594;536;0;3;53;7;0;0
2077;10651009;1065;7.615891133;605;570;0;3;43;2;1;0
2078;10651443;1065;7.947016834;675;563;0;4;66;6;0;0
2079;10651510;1065;7.615891133;498;440;0;3;33;5;1;0
2080;10651599;1065;7.615891133;673;544;0;5;23;1;1;0
2081;10651650;1065;7.615891133;538;578;NA;3;38;2;1;0
2082;10651675;1065;7.615891133;562;523;0;3;59;1;1;0
2083;10651738;1065;7.615891133;621;624;0;3;25;1;0;0
2084;10651797;1065;7.615891133;510;477;0;4;88;7;1;0
2085;10651836;1065;7.615891133;560;499;1;3;23;2;0;0
2086;10652002;1065;7.615891133;498;417;0;3;49;3;0;0
2087;10652070;1065;7.615891133;713;639;0;4;34;2;1;0
2088;10652211;1065;7.947016834;594;571;0;4;23;1;1;0
2089;10652253;1065;7.947016834;598;480;0;4;16;2;0;0
2090;10652439;1065;7.947016834;554;537;0;2;43;2;0;0
2091;10652440;1065;7.615891133;598;467;1;6;43;2;0;0
2092;10652486;1065;7.947016834;572;607;0;4;77;3;1;0
2093;10652536;1065;7.615891133;441;439;0;3;34;2;1;0
2094;10652624;1065;7.615891133;503;533;0;3;34;2;1;0
2095;10652695;1065;7.615891133;416;371;1;2;27;1;1;0
2096;10652748;1065;7.615891133;583;564;0;3;32;4;1;0
2097;10653052;1065;7.615891133;453;484;0;4;NA;3;1;0
2098;10653131;1065;7.947016834;587;491;0;3;45;4;0;0
2099;10653456;1065;7.615891133;572;483;0;3;43;4;1;0
2100;10653481;1065;7.615891133;491;428;0;6;23;2;0;0
2101;10653492;1065;7.615891133;648;471;0;3;56;4;0;0
2102;10653508;1065;7.947016834;563;457;0;3;67;4;0;0
2103;10653582;1065;7.615891133;598;508;0;3;23;2;1;0
2104;10653822;1065;7.615891133;651;489;0;3;40;1;0;0
2105;10653855;1065;7.947016834;607;514;0;5;25;5;1;0
2106;10653885;1065;7.947016834;460;567;0;3;23;3;1;0
2107;10653914;1065;7.615891133;729;571;0;3;38;5;0;0
2108;10654057;1065;7.615891133;595;464;0;2;45;4;1;0
2109;10654062;1065;7.947016834;584;575;0;4;54;6;0;0
2110;10654478;1065;7.615891133;587;524;0;3;30;2;0;0
2111;10654622;1065;7.947016834;488;374;0;1;34;3;0;0
2112;10654625;1065;7.947016834;554;442;0;3;23;2;1;0
2113;10654661;1065;7.615891133;527;462;0;2;43;2;0;0
2114;10654742;1065;7.947016834;200;472;0;3;43;1;1;0
2115;10654759;1065;7.615891133;200;466;NA;NA;NA;NA;0;0
2116;10654788;1065;7.615891133;616;563;0;5;70;7;0;0
2117;10654825;1065;7.615891133;521;480;0;3;NA;3;1;0
2118;10654834;1065;7.615891133;626;603;0;5;43;1;1;0
2119;10654844;1065;7.615891133;200;417;1;5;52;7;0;0
2120;10654904;1065;7.615891133;521;503;0;2;51;2;0;0
2121;10655157;1065;7.615891133;554;424;0;5;34;2;0;0
2122;10655182;1065;7.947016834;498;NA;0;4;34;3;1;0
2123;10655255;1065;7.615891133;491;492;0;1;16;7;0;0
2124;10655287;1065;7.615891133;576;635;0;4;26;5;1;0
2125;10655316;1065;7.615891133;510;512;1;6;NA;3;0;0
2126;10655784;1065;7.947016834;453;496;0;4;NA;7;1;0
2127;10656024;1065;7.615891133;539;534;0;NA;23;4;0;0
2128;10656072;1065;7.615891133;200;480;0;6;55;2;1;0
2129;10656117;1065;7.615891133;616;543;0;3;51;4;0;0
2130;10656131;1065;7.947016834;614;622;0;3;32;4;0;0
2131;10656254;1065;7.947016834;490;399;0;3;44;NA;0;0
2132;10656411;1065;7.947016834;427;487;0;2;34;5;1;0
2133;10656508;1065;7.947016834;648;503;0;5;51;2;0;0
2134;10656632;1065;7.615891133;660;520;0;6;21;7;0;0
2135;10656652;1065;7.947016834;713;652;0;6;38;5;0;0
2136;10656725;1065;7.615891133;560;486;0;3;NA;NA;0;0
2137;10660096;1066;16.75111408;439;474;0;1;34;2;1;0
2138;10660124;1066;16.75111408;515;486;0;6;34;2;1;0
2139;10660222;1066;16.75111408;424;460;0;3;51;2;0;0
2140;10660362;1066;16.75111408;498;410;0;4;30;4;0;0
2141;10660472;1066;17.54878618;387;365;1;1;73;7;0;0
2142;10660678;1066;17.54878618;581;464;0;3;43;4;0;0
2143;10660696;1066;16.75111408;584;589;0;5;38;5;1;0
2144;10660740;1066;16.75111408;536;491;1;6;51;6;1;0
2145;10660816;1066;17.54878618;503;571;0;4;38;NA;1;0
2146;10660982;1066;17.54878618;NA;NA;NA;NA;NA;NA;1;0
2147;10661028;1066;17.54878618;515;472;0;4;68;3;0;0
2148;10661187;1066;17.54878618;626;625;0;5;69;3;1;0
2149;10661225;1066;16.75111408;663;530;0;3;50;1;1;0
2150;10661303;1066;17.54878618;408;NA;0;3;30;1;1;0
2151;10661506;1066;17.54878618;626;NA;0;3;51;5;0;0
2152;10661931;1066;16.75111408;527;NA;0;3;38;5;1;0
2153;10662038;1066;17.54878618;584;NA;1;5;51;7;1;0
2154;10662160;1066;16.75111408;470;NA;0;3;29;1;1;0
2155;10662290;1066;16.75111408;673;619;0;6;71;3;1;0
2156;10662324;1066;17.54878618;479;331;0;2;16;1;0;0
2157;10662468;1066;16.75111408;511;476;0;3;34;2;0;0
2158;10662498;1066;17.54878618;689;652;0;6;70;7;0;0
2159;10662505;1066;17.54878618;321;292;0;1;NA;2;0;0
2160;10662644;1066;17.54878618;370;242;0;5;34;2;0;0
2161;10662658;1066;17.54878618;NA;654;NA;NA;NA;NA;1;0
2162;10662875;1066;17.54878618;476;554;0;3;38;5;1;0
2163;10662905;1066;16.75111408;527;571;0;3;33;2;1;0
2164;10662982;1066;17.54878618;460;NA;0;5;43;5;0;0
2165;10663140;1066;17.54878618;387;486;0;3;33;1;1;0
2166;10663146;1066;17.54878618;511;495;0;2;53;2;1;0
2167;10663259;1066;17.54878618;605;556;0;4;55;2;1;0
2168;10663699;1066;16.75111408;536;554;0;4;34;2;1;0
2169;10663788;1066;16.75111408;297;NA;0;2;43;1;1;0
2170;10663943;1066;17.54878618;NA;332;NA;NA;NA;NA;0;0
2171;10663955;1066;17.54878618;570;565;NA;5;NA;3;1;0
2172;10663996;1066;16.75111408;NA;322;NA;NA;NA;NA;0;0
2173;10664129;1066;16.75111408;NA;440;NA;NA;NA;NA;0;0
2174;10664292;1066;16.75111408;321;409;0;1;34;2;0;0
2175;10664776;1066;16.75111408;584;413;NA;5;53;2;0;0
2176;10664783;1066;16.75111408;278;510;1;5;66;7;1;0
2177;10664950;1066;16.75111408;486;457;0;2;25;5;0;0
2178;10665247;1066;17.54878618;532;550;0;5;34;4;1;0
2179;10665309;1066;16.75111408;498;NA;0;5;67;7;0;0
2180;10665480;1066;17.54878618;570;519;0;3;38;5;0;0
2181;10665573;1066;16.75111408;484;402;0;2;27;2;0;0
2182;10665770;1066;16.75111408;614;590;0;5;39;4;0;0
2183;10665974;1066;17.54878618;446;434;0;2;51;1;1;0
2184;10666084;1066;16.75111408;NA;487;NA;NA;NA;NA;1;0
2185;10666179;1066;16.75111408;408;433;NA;3;51;4;1;0
2186;10666524;1066;16.75111408;515;654;0;3;25;5;1;0
2187;10666573;1066;17.54878618;454;503;0;3;34;4;1;0
2188;10666729;1066;17.54878618;NA;492;NA;NA;NA;NA;1;0
2189;10670097;1067;10.79406109;539;582;0;4;16;2;0;0
2190;10670183;1067;9.812782805;594;645;0;6;88;7;1;0
2191;10670230;1067;9.812782805;461;505;1;6;NA;NA;0;0
2192;10670446;1067;9.812782805;321;409;0;1;30;2;1;0
2193;10670540;1067;10.39000532;461;497;0;5;59;3;0;0
2194;10670934;1067;10.39000532;526;480;1;NA;NA;NA;0;0
2195;10671021;1067;10.79406109;466;461;1;4;69;4;1;0
2196;10671294;1067;9.812782805;515;589;1;2;30;1;1;0
2197;10671305;1067;10.79406109;527;516;0;3;43;2;0;0
2198;10671441;1067;9.812782805;543;456;0;2;56;4;0;0
2199;10671604;1067;9.812782805;453;479;1;2;16;5;0;0
2200;10671633;1067;9.812782805;414;439;0;5;43;2;1;0
2201;10672112;1067;9.812782805;648;601;0;5;70;6;1;0
2202;10672240;1067;10.39000532;616;NA;0;4;43;2;1;0
2203;10672271;1067;10.39000532;460;437;0;4;69;2;1;0
2204;10672371;1067;10.39000532;446;523;1;3;29;3;0;0
2205;10672394;1067;10.39000532;371;408;1;NA;NA;NA;1;0
2206;10672485;1067;9.812782805;446;565;0;2;52;2;1;0
2207;10672671;1067;10.39000532;466;457;0;3;45;1;1;0
2208;10672674;1067;9.812782805;562;483;0;3;59;2;1;0
2209;10672922;1067;10.79406109;554;489;0;3;43;3;0;0
2210;10672949;1067;10.39000532;570;573;NA;5;59;3;1;0
2211;10672995;1067;9.812782805;511;533;0;3;52;4;1;0
2212;10673185;1067;10.79406109;490;NA;0;3;53;2;1;0
2213;10673403;1067;10.39000532;460;510;0;6;NA;1;1;0
2214;10673474;1067;10.79406109;439;414;0;6;NA;3;0;0
2215;10673611;1067;9.812782805;746;697;0;3;61;3;0;0
2216;10673808;1067;9.812782805;592;646;1;5;59;7;1;0
2217;10674045;1067;10.39000532;453;477;0;2;60;5;0;0
2218;10674080;1067;10.79406109;486;538;0;6;88;5;0;0
2219;10674083;1067;10.39000532;460;515;0;4;53;4;0;0
2220;10674118;1067;10.79406109;417;475;1;4;68;7;0;0
2221;10674289;1067;10.39000532;319;286;1;3;23;7;0;0
2222;10674542;1067;10.39000532;479;440;0;3;43;2;1;0
2223;10674550;1067;9.812782805;549;520;1;2;30;2;1;0
2224;10674665;1067;9.812782805;587;508;0;2;23;3;1;0
2225;10675147;1067;10.79406109;565;479;0;4;51;4;0;0
2226;10675310;1067;9.812782805;573;593;0;3;43;4;1;0
2227;10675412;1067;10.79406109;491;464;0;5;38;2;0;0
2228;10675761;1067;10.39000532;NA;546;NA;NA;NA;NA;1;0
2229;10675844;1067;10.39000532;473;529;1;1;49;1;0;0
2230;10676005;1067;10.39000532;572;563;0;6;52;3;0;0
2231;10676498;1067;10.79406109;559;553;0;3;51;3;1;0
2232;10676510;1067;10.39000532;429;419;1;2;16;7;0;0
2233;10676722;1067;9.812782805;637;571;0;5;51;6;0;0
2234;10676746;1067;9.812782805;453;505;1;1;29;NA;0;0
2235;10676762;1067;10.39000532;536;519;0;NA;88;7;0;0
2236;10680098;1068;12.42527693;525;408;0;3;34;2;0;0
2237;10680382;1068;12.42527693;453;381;0;2;45;2;0;0
2238;10680387;1068;12.08013035;319;405;0;3;30;4;1;0
2239;10680393;1068;12.08013035;476;491;1;5;87;7;1;0
2240;10680682;1068;12.42527693;461;507;0;3;19;2;1;0
2241;10680693;1068;12.08013035;NA;418;NA;NA;NA;NA;1;0
2242;10680812;1068;12.42527693;454;510;0;3;51;4;1;0
2243;10680899;1068;12.42527693;319;359;0;1;34;7;0;0
2244;10681003;1068;12.08013035;NA;547;NA;NA;NA;NA;1;0
2245;10681373;1068;12.08013035;476;488;0;2;56;3;0;0
2246;10681751;1068;12.08013035;NA;313;NA;NA;NA;NA;0;0
2247;10682049;1068;12.08013035;628;530;0;5;52;4;0;0
2248;10682074;1068;12.08013035;484;444;0;NA;43;2;0;0
2249;10682304;1068;12.08013035;340;331;0;3;43;4;0;0
2250;10682389;1068;12.42527693;446;495;0;3;45;4;1;0
2251;10682728;1068;12.08013035;626;558;0;NA;NA;NA;1;0
2252;10683099;1068;12.08013035;NA;498;NA;NA;NA;NA;0;0
2253;10683337;1068;12.08013035;490;536;0;2;53;4;1;0
2254;10683448;1068;12.42527693;415;NA;0;6;45;NA;0;0
2255;10683559;1068;12.08013035;570;NA;0;4;53;4;1;0
2256;10684022;1068;12.08013035;510;498;0;4;NA;3;1;0
2257;10684089;1068;12.08013035;651;600;0;2;52;4;0;0
2258;10684159;1068;12.08013035;543;501;0;3;23;4;0;0
2259;10684213;1068;12.08013035;473;444;0;3;43;4;1;0
2260;10684236;1068;12.42527693;515;523;0;5;43;5;1;0
2261;10684346;1068;12.08013035;NA;401;NA;NA;NA;NA;0;0
2262;10684413;1068;12.08013035;400;428;0;3;56;2;0;0
2263;10684437;1068;12.08013035;614;624;0;3;56;2;0;0
2264;10684662;1068;12.08013035;424;459;0;3;51;2;1;0
2265;10684764;1068;12.42527693;NA;455;NA;NA;NA;NA;1;0
2266;10684966;1068;12.08013035;NA;373;NA;NA;NA;NA;1;0
2267;10685120;1068;12.42527693;386;335;1;2;NA;2;1;0
2268;10685184;1068;12.08013035;431;416;0;3;40;NA;0;0
2269;10685551;1068;12.42527693;397;377;0;3;54;1;0;0
2270;10685814;1068;12.42527693;491;442;0;1;43;4;0;0
2271;10685854;1068;12.42527693;554;541;0;3;29;1;1;0
2272;10685953;1068;12.42527693;511;519;0;4;52;4;0;0
2273;10686075;1068;12.42527693;388;399;NA;6;NA;NA;0;0
2274;10686080;1068;12.08013035;626;568;0;4;70;4;1;0
2275;10686759;1068;12.08013035;503;461;0;1;53;NA;1;0
2276;10700100;1070;13.42801858;326;358;0;2;43;2;1;0
2277;10700170;1070;13.42801858;473;464;1;3;34;7;0;0
2278;10700271;1070;13.25362872;427;363;0;6;23;6;1;0
2279;10700348;1070;13.25362872;562;NA;0;4;23;4;1;0
2280;10700536;1070;13.42801858;NA;532;NA;NA;NA;NA;0;0
2281;10700586;1070;13.42801858;503;NA;1;2;64;2;1;0
2282;10700779;1070;13.25362872;439;413;0;4;23;4;1;0
2283;10700782;1070;13.25362872;397;488;0;3;52;2;1;0
2284;10700885;1070;13.42801858;503;447;0;6;43;2;1;0
2285;10700913;1070;13.25362872;594;556;0;2;69;3;1;0
2286;10700969;1070;13.25362872;357;482;1;2;34;1;1;0
2287;10701042;1070;13.42801858;387;470;0;4;70;7;1;0
2288;10701153;1070;13.42801858;476;471;0;2;53;4;1;0
2289;10701504;1070;13.42801858;511;559;0;5;23;4;1;0
2290;10701838;1070;13.25362872;498;NA;0;3;23;2;1;0
2291;10702025;1070;13.42801858;581;550;0;3;43;2;1;0
2292;10702077;1070;13.25362872;431;318;0;3;23;5;1;0
2293;10702392;1070;13.25362872;511;467;0;2;23;2;1;0
2294;10702558;1070;13.42801858;321;476;0;4;31;2;0;0
2295;10702704;1070;13.42801858;490;528;0;2;38;5;0;0
2296;10702898;1070;13.25362872;377;424;0;4;51;4;1;0
2297;10702987;1070;13.25362872;559;555;0;3;44;3;1;0
2298;10703363;1070;13.25362872;498;579;0;4;53;2;1;0
2299;10703764;1070;13.42801858;473;455;0;5;23;7;1;0
2300;10703817;1070;13.25362872;510;497;0;3;44;3;1;0
2301;10704043;1070;13.25362872;490;577;0;3;34;2;0;0
2302;10704109;1070;13.42801858;395;473;1;2;44;1;0;0
2303;10704256;1070;13.42801858;437;NA;0;1;54;7;1;0
2304;10704282;1070;13.25362872;409;481;0;3;23;2;1;0
2305;10704392;1070;13.42801858;431;426;0;2;NA;1;0;0
2306;10704551;1070;13.42801858;409;431;0;4;43;4;1;0
2307;10704597;1070;13.25362872;484;NA;0;4;23;2;1;0
2308;10704703;1070;13.25362872;446;461;0;2;43;1;1;0
2309;10704826;1070;13.42801858;527;478;0;3;54;2;1;0
2310;10705043;1070;13.42801858;370;446;1;1;50;2;0;0
2311;10705209;1070;13.25362872;473;530;0;3;53;2;0;0
2312;10705273;1070;13.42801858;395;449;0;2;43;2;0;0
2313;10705354;1070;13.25362872;439;454;0;6;34;4;1;0
2314;10705525;1070;13.42801858;461;NA;0;3;34;2;0;0
2315;10705597;1070;13.25362872;466;474;0;4;24;7;1;0
2316;10705625;1070;13.25362872;594;463;0;1;33;4;1;0
2317;10706042;1070;13.25362872;526;567;0;4;56;3;0;0
2318;10706292;1070;13.42801858;408;403;0;3;NA;NA;1;0
2319;10706382;1070;13.42801858;454;514;0;3;41;NA;0;0
2320;10706676;1070;13.25362872;439;421;0;1;23;4;1;0
2321;10706770;1070;13.25362872;439;521;1;1;NA;4;1;0
2322;10710101;1071;13.56399851;511;NA;1;5;43;2;1;0
2323;10710231;1071;13.56399851;NA;391;NA;NA;NA;NA;0;0
2324;10710311;1071;13.56399851;510;463;0;3;49;4;0;0
2325;10710361;1071;13.56399851;503;556;0;5;70;7;1;0
2326;10710430;1071;12.91809382;390;427;0;3;43;1;0;0
2327;10710465;1071;12.91809382;453;447;0;3;54;1;0;0
2328;10710708;1071;12.91809382;NA;438;NA;NA;NA;NA;0;0
2329;10710785;1071;13.56399851;453;505;1;4;43;2;1;0
2330;10710897;1071;13.56399851;603;514;0;3;34;2;0;0
2331;10711053;1071;12.91809382;395;391;0;2;45;2;0;0
2332;10711641;1071;12.91809382;NA;462;NA;NA;NA;NA;0;0
2333;10711727;1071;13.56399851;573;535;0;3;70;2;0;0
2334;10711845;1071;12.91809382;446;523;0;4;51;2;1;0
2335;10711909;1071;13.56399851;511;479;0;6;NA;6;0;0
2336;10711970;1071;12.91809382;486;526;0;5;38;7;0;0
2337;10712148;1071;12.91809382;503;460;0;NA;33;3;0;0
2338;10712336;1071;13.56399851;498;486;0;3;43;2;0;0
2339;10712984;1071;12.91809382;543;423;0;3;40;2;0;0
2340;10713713;1071;12.91809382;390;486;0;1;29;4;0;0
2341;10713900;1071;13.56399851;369;384;0;1;52;7;0;0
2342;10713903;1071;12.91809382;357;422;1;3;43;2;0;0
2343;10713944;1071;13.56399851;651;532;0;4;38;2;1;0
2344;10713983;1071;12.91809382;319;398;0;6;53;2;0;0
2345;10714097;1071;12.91809382;354;470;0;2;NA;1;0;0
2346;10714117;1071;13.56399851;584;566;0;1;51;2;1;0
2347;10714493;1071;13.56399851;560;491;0;2;68;2;0;0
2348;10714519;1071;13.56399851;581;506;0;3;23;2;0;0
2349;10714553;1071;12.91809382;415;457;0;4;28;2;1;0
2350;10714672;1071;13.56399851;486;484;0;4;25;5;0;0
2351;10714991;1071;12.91809382;408;439;0;5;38;2;0;0
2352;10715204;1071;12.91809382;446;405;0;5;38;5;1;0
2353;10715281;1071;13.56399851;592;533;0;3;23;4;0;0
2354;10715415;1071;12.91809382;390;399;0;4;33;2;1;0
2355;10715716;1071;13.56399851;431;460;0;1;43;2;1;0
2356;10715722;1071;12.91809382;439;475;0;4;52;2;0;0
2357;10715789;1071;12.91809382;408;469;0;4;53;2;1;0
2358;10715863;1071;12.91809382;388;421;0;3;23;5;0;0
2359;10716031;1071;13.56399851;550;473;0;5;NA;2;0;0
2360;10716202;1071;13.56399851;559;533;0;4;69;7;0;0
2361;10716330;1071;12.91809382;626;514;0;6;68;7;0;0
2362;10716426;1071;13.56399851;461;521;0;1;40;3;0;0
2363;10716454;1071;12.91809382;476;442;0;5;53;2;0;0
2364;10716486;1071;13.56399851;454;452;0;4;38;2;1;0
2365;10716719;1071;12.91809382;402;458;0;2;34;2;1;0
2366;10720102;1072;10.71641599;663;587;1;4;39;7;1;0
2367;10721242;1072;12.05001442;637;632;0;4;50;7;1;0
2368;10721257;1072;12.05001442;594;NA;0;6;70;7;1;0
2369;10721380;1072;12.05001442;699;629;0;5;88;7;1;0
2370;10721489;1072;12.05001442;594;648;0;4;51;2;1;0
2371;10721753;1072;12.05001442;NA;621;NA;NA;NA;NA;1;0
2372;10721842;1072;12.05001442;NA;475;NA;NA;NA;NA;0;0
2373;10721867;1072;10.71641599;548;NA;0;3;51;7;0;0
2374;10721917;1072;12.05001442;287;472;0;3;85;7;0;0
2375;10722010;1072;10.71641599;498;517;0;4;43;3;1;0
2376;10722067;1072;12.05001442;454;585;1;5;53;NA;1;0
2377;10722210;1072;10.71641599;511;NA;0;5;53;3;0;0
2378;10722819;1072;10.71641599;603;549;0;3;NA;7;1;0
2379;10722902;1072;12.05001442;498;522;0;3;55;7;1;0
2380;10722904;1072;12.05001442;503;NA;1;4;65;3;1;0
2381;10722973;1072;12.05001442;675;691;0;5;53;7;1;0
2382;10723030;1072;12.05001442;454;NA;0;3;88;3;1;0
2383;10723128;1072;10.71641599;637;593;0;6;49;3;1;0
2384;10723253;1072;12.05001442;NA;557;NA;NA;NA;NA;1;0
2385;10723266;1072;12.05001442;446;411;0;5;55;3;0;0
2386;10723289;1072;10.71641599;559;569;0;6;51;NA;0;0
2387;10723319;1072;12.05001442;603;544;0;5;68;7;0;0
2388;10723359;1072;10.71641599;616;603;1;3;71;7;0;0
2389;10723475;1072;10.71641599;409;388;0;1;NA;3;1;0
2390;10723487;1072;12.05001442;539;599;0;5;46;3;1;0
2391;10723816;1072;10.71641599;NA;553;NA;NA;NA;NA;0;0
2392;10723897;1072;12.05001442;446;610;0;5;69;7;0;0
2393;10724155;1072;12.05001442;536;588;0;5;55;7;1;0
2394;10724363;1072;10.71641599;548;517;0;6;53;3;1;0
2395;10724501;1072;10.71641599;605;627;0;5;53;2;1;0
2396;10724593;1072;12.05001442;539;652;0;6;65;7;1;0
2397;10724612;1072;10.71641599;527;506;0;4;NA;7;0;0
2398;10724848;1072;10.71641599;484;487;0;3;33;2;0;0
2399;10725015;1072;10.71641599;387;465;0;1;NA;NA;0;0
2400;10725028;1072;10.71641599;699;534;0;6;33;2;0;0
2401;10725159;1072;12.05001442;NA;617;NA;NA;NA;NA;1;0
2402;10725193;1072;12.05001442;713;NA;1;5;88;7;0;0
2403;10725397;1072;10.71641599;461;473;1;NA;NA;NA;0;0
2404;10725569;1072;10.71641599;764;278;1;6;NA;NA;0;0
2405;10725578;1072;10.71641599;639;495;1;4;32;6;0;0
2406;10725582;1072;10.71641599;524;451;0;6;NA;NA;0;0
2407;10725594;1072;10.71641599;428;408;0;5;88;7;0;0
2408;10725764;1072;10.71641599;689;609;0;3;53;4;0;0
2409;10725842;1072;10.71641599;648;638;0;6;74;7;0;0
2410;10726059;1072;10.71641599;594;504;0;4;43;3;0;0
2411;10726405;1072;10.71641599;490;507;0;6;88;7;0;0
2412;10726735;1072;12.05001442;603;594;1;4;60;3;1;0
2413;10740106;1074;10.05066845;NA;515;NA;NA;NA;NA;1;0
2414;10740141;1074;10.05066845;515;414;0;3;30;2;0;0
2415;10740240;1074;10.05066845;548;458;1;3;30;1;1;0
2416;10740268;1074;11.33921569;503;503;0;4;50;2;0;0
2417;10740269;1074;10.36901541;286;351;0;1;29;1;0;0
2418;10740352;1074;10.36901541;373;435;0;2;34;2;0;0
2419;10740526;1074;10.36901541;446;419;0;3;16;3;0;0
2420;10740565;1074;10.05066845;592;448;0;3;30;1;0;0
2421;10740595;1074;11.33921569;371;426;0;2;43;2;1;0
2422;10740615;1074;10.36901541;321;372;0;1;NA;5;0;0
2423;10740710;1074;10.36901541;298;356;1;1;NA;NA;0;0
2424;10740845;1074;10.36901541;536;554;0;3;68;1;0;0
2425;10740858;1074;10.36901541;470;404;0;1;34;1;0;0
2426;10741051;1074;10.36901541;437;363;1;3;33;1;0;0
2427;10741106;1074;10.05066845;628;514;0;4;51;3;0;0
2428;10741158;1074;10.36901541;490;497;0;4;NA;2;0;0
2429;10741167;1074;11.33921569;527;531;0;4;45;4;1;0
2430;10741228;1074;10.05066845;239;364;1;2;29;1;1;0
2431;10741283;1074;11.33921569;524;530;0;5;56;4;1;0
2432;10741313;1074;10.05066845;NA;429;NA;NA;NA;NA;0;0
2433;10741669;1074;11.33921569;460;521;0;5;51;4;1;0
2434;10741794;1074;11.33921569;338;377;0;3;56;7;1;0
2435;10741800;1074;10.36901541;473;414;0;2;66;2;0;0
2436;10741824;1074;10.05066845;321;402;0;2;NA;2;1;0
2437;10742091;1074;10.36901541;298;409;0;2;43;NA;1;0
2438;10742181;1074;10.36901541;NA;472;NA;NA;NA;NA;1;0
2439;10742279;1074;10.05066845;397;465;0;3;53;5;0;0
2440;10742372;1074;11.33921569;390;395;0;3;69;3;1;0
2441;10742661;1074;10.05066845;388;362;0;5;53;4;0;0
2442;10742682;1074;10.05066845;439;419;0;4;NA;2;1;0
2443;10742731;1074;11.33921569;510;NA;0;2;51;1;1;0
2444;10742900;1074;11.33921569;515;421;0;4;45;3;0;0
2445;10742927;1074;11.33921569;637;NA;0;3;29;2;1;0
2446;10743051;1074;10.05066845;408;397;0;NA;34;NA;0;0
2447;10743204;1074;10.05066845;437;470;0;NA;40;NA;0;0
2448;10743355;1074;10.36901541;319;401;0;NA;NA;3;0;0
2449;10743414;1074;10.36901541;371;NA;NA;NA;NA;NA;1;0
2450;10743677;1074;10.05066845;466;NA;1;3;NA;NA;1;0
2451;10743698;1074;10.36901541;370;416;0;2;34;1;0;0
2452;10743772;1074;11.33921569;503;549;0;5;60;NA;1;0
2453;10743936;1074;11.33921569;416;457;0;4;34;NA;1;0
2454;10744048;1074;11.33921569;581;515;0;6;23;2;0;0
2455;10744105;1074;11.33921569;559;552;0;4;38;5;0;0
2456;10744119;1074;11.33921569;NA;586;NA;NA;NA;NA;1;0
2457;10744165;1074;10.05066845;338;402;0;3;45;3;0;0
2458;10744472;1074;10.05066845;491;341;0;3;34;1;0;0
2459;10744667;1074;11.33921569;446;572;0;4;39;5;1;0
2460;10744721;1074;10.05066845;390;397;0;2;30;2;0;0
2461;10744880;1074;10.05066845;476;402;0;6;56;7;1;0
2462;10745131;1074;11.33921569;503;481;0;5;45;2;0;0
2463;10745177;1074;10.05066845;503;519;1;5;16;NA;1;0
2464;10745248;1074;10.05066845;340;336;0;6;26;NA;0;0
2465;10745297;1074;10.36901541;369;448;0;NA;NA;2;0;0
2466;10745329;1074;11.33921569;369;544;0;5;66;3;1;0
2467;10745339;1074;11.33921569;498;552;0;3;55;1;1;0
2468;10745425;1074;10.36901541;326;420;0;NA;NA;NA;0;0
2469;10745482;1074;11.33921569;439;468;0;3;55;3;0;0
2470;10745517;1074;10.36901541;397;391;0;4;NA;3;0;0
2471;10745688;1074;11.33921569;550;NA;0;3;38;5;1;0
2472;10745862;1074;10.05066845;491;600;0;3;25;NA;1;0
2473;10745977;1074;10.05066845;NA;437;NA;NA;NA;NA;1;0
2474;10745980;1074;10.05066845;527;533;0;3;43;1;1;0
2475;10746270;1074;11.33921569;484;NA;0;5;46;7;1;0
2476;10746543;1074;10.05066845;NA;400;NA;NA;NA;NA;1;0
2477;10746630;1074;10.05066845;454;486;0;4;50;2;0;0
2478;10746777;1074;10.36901541;446;NA;0;1;NA;7;0;0
2479;10750111;1075;12.49627851;386;359;1;3;77;7;1;0
2480;10750216;1075;11.31909285;441;451;0;5;53;5;1;0
2481;10750229;1075;11.31909285;510;540;0;4;25;5;1;0
2482;10750353;1075;12.49627851;340;NA;1;1;29;NA;1;0
2483;10750389;1075;11.31909285;521;529;0;3;23;2;1;0
2484;10750395;1075;11.31909285;584;463;0;5;21;2;1;0
2485;10750627;1075;12.49627851;297;396;0;3;23;2;0;0
2486;10750646;1075;12.49627851;543;450;0;2;30;2;0;0
2487;10750664;1075;11.31909285;466;478;0;6;23;6;1;0
2488;10750762;1075;12.49627851;521;463;0;4;39;2;1;0
2489;10750931;1075;11.31909285;573;NA;0;5;23;3;0;0
2490;10751012;1075;11.31909285;476;526;0;3;52;2;1;0
2491;10751115;1075;12.49627851;424;512;0;3;23;1;1;0
